txn_id,district,region,merchant_category,txn_amount_mwk,txn_hour,txn_count_last_24h,device_changes_last_30d,distance_from_home_km,is_known_anomaly
T00389,Zomba,Southern,Hardware,7236.62,19,1,0,14.9,0
T00390,Rumphi,Northern,Grocery,17823.96,8,1,0,21.72,0
T00391,Dedza,Central,Fuel,22888.64,7,1,1,28.47,0
T00392,Mzuzu,Northern,Pharmacy,5109.76,15,3,4,33.75,0
T00393,Zomba,Southern,Airtime,5332.52,10,1,1,0.0,0
T00394,Thyolo,Southern,Grocery,21930.13,9,4,3,30.29,0
T00395,Kasungu,Central,Grocery,204303.21,23,34,3,901.6,1
T00396,Zomba,Southern,Fuel,4467.06,13,5,2,2.85,0
T00397,Salima,Central,Grocery,7225.71,10,3,0,1.98,0
T00398,Zomba,Southern,Restaurant,7972.97,11,1,0,28.43,0
T00399,Salima,Central,Grocery,16756.79,16,4,0,38.57,0
T00400,Mangochi,Southern,Airtime,10346.74,7,5,2,25.25,0
T00401,Thyolo,Southern,Fuel,28006.66,14,1,3,14.55,0
T00402,Rumphi,Northern,Grocery,27042.6,6,1,0,25.05,0
T00403,Kasungu,Central,Grocery,32466.17,14,2,1,33.64,0
T00404,Mangochi,Southern,Grocery,14615.81,7,1,1,22.41,0
T00405,Thyolo,Southern,Airtime,25202.81,9,1,1,58.14,0
T00406,Mzuzu,Northern,Restaurant,7177.35,13,3,1,0.0,0
T00407,Karonga,Northern,Hardware,21769.92,21,6,2,0.0,0
T00408,Zomba,Southern,Grocery,3531.39,15,7,1,51.54,0
T00409,Zomba,Southern,Airtime,42895.72,8,1,2,0.0,0
T00410,Blantyre,Southern,Restaurant,7061.35,14,1,2,27.58,0
T00411,Salima,Central,Restaurant,50384.14,12,6,1,53.37,0
T00412,Thyolo,Southern,Hardware,24669.78,17,3,0,23.42,0
T00413,Blantyre,Southern,Grocery,41580.34,7,6,2,30.9,0
T00414,Dedza,Central,Restaurant,12893.7,8,2,5,3.22,0
T00415,Thyolo,Southern,Restaurant,63558.05,19,2,2,10.15,0
T00416,Lilongwe,Central,Restaurant,2859.34,6,6,0,0.0,0
T00417,Thyolo,Southern,Grocery,10694.42,12,4,0,0.0,0
T00418,Mzuzu,Northern,Grocery,17444.25,18,1,0,0.0,0
T00419,Mzuzu,Northern,Pharmacy,17436.36,13,4,0,12.89,0
T00420,Mzimba,Northern,Grocery,4654.42,6,4,2,4.16,0
T00421,Mzimba,Northern,Fuel,9509.54,15,1,1,9.14,0
T00422,Kasungu,Central,Grocery,17246.98,14,4,0,12.6,0
T00423,Lilongwe,Central,Pharmacy,27531.17,6,5,1,0.0,0
T00424,Lilongwe,Central,Airtime,8964.97,7,5,2,30.84,0
T00425,Lilongwe,Central,Airtime,31442.21,14,2,0,7.64,0
T00426,Thyolo,Southern,Grocery,14931.2,9,6,0,26.94,0
T00427,Thyolo,Southern,Grocery,11647.54,20,4,2,38.54,0
T00428,Lilongwe,Central,Grocery,4719.69,13,2,1,14.76,0
T00429,Dedza,Central,Pharmacy,44775.86,13,4,0,61.55,0
T00430,Kasungu,Central,Fuel,4768.37,9,5,0,17.63,0
T00431,Karonga,Northern,Grocery,26146.52,13,1,1,26.43,0
T00432,Karonga,Northern,Hardware,7791.22,13,4,0,0.0,0
T00433,Salima,Central,Airtime,20038.88,16,8,0,31.58,0
T00434,Salima,Central,Restaurant,79215.33,23,14,6,668.57,1
T00435,Zomba,Southern,Grocery,36450.69,13,3,0,0.0,0
T00436,Blantyre,Southern,Fuel,38259.87,8,7,2,12.14,0
T00437,Lilongwe,Central,Airtime,15840.91,20,2,1,0.0,0
T00438,Dedza,Central,Airtime,22299.93,14,4,2,0.0,0
T00439,Lilongwe,Central,Hardware,92839.69,11,2,3,0.0,0
T00440,Dedza,Central,Airtime,65329.06,7,4,1,32.34,0
T00441,Mzuzu,Northern,Pharmacy,18308.16,6,5,0,0.11,0
T00442,Dedza,Central,Grocery,19358.95,20,4,1,0.0,0
T00443,Thyolo,Southern,Grocery,7814.53,16,2,1,46.34,0
T00444,Lilongwe,Central,Fuel,6715.95,15,2,1,3.05,0
T00445,Mzuzu,Northern,Hardware,20481.7,15,4,1,28.47,0
T00446,Mzimba,Northern,Grocery,27882.39,19,1,0,0.0,0
T00447,Blantyre,Southern,Grocery,9982.44,19,2,0,0.0,0
T00448,Salima,Central,Hardware,5253.68,14,1,2,29.53,0
T00449,Mzimba,Northern,Grocery,81862.15,16,2,1,33.73,0
T00450,Thyolo,Southern,Restaurant,161351.61,8,4,1,1.85,0
T00451,Lilongwe,Central,Restaurant,6824.63,17,4,1,54.93,0
T00452,Karonga,Northern,Restaurant,24304.94,15,1,2,0.0,0
T00453,Mzuzu,Northern,Restaurant,8938.09,8,2,2,9.54,0
T00454,Mzimba,Northern,Pharmacy,16109.97,7,4,1,47.44,0
T00455,Kasungu,Central,Grocery,4229.85,14,4,4,17.77,0
T00456,Thyolo,Southern,Airtime,21850.45,13,4,0,52.04,0
T00457,Karonga,Northern,Grocery,14597.1,17,3,3,38.32,0
T00458,Mangochi,Southern,Pharmacy,37471.61,21,5,0,22.25,0
T00459,Zomba,Southern,Grocery,16727.6,20,1,1,16.2,0
T00460,Thyolo,Southern,Hardware,114296.37,21,5,1,25.09,0
T00461,Salima,Central,Restaurant,52264.96,7,4,0,0.0,0
T00462,Blantyre,Southern,Restaurant,12664.79,21,4,2,10.96,0
T00463,Mzuzu,Northern,Grocery,7188.08,12,3,1,23.37,0
T00464,Lilongwe,Central,Pharmacy,49176.45,8,1,0,7.26,0
T00465,Rumphi,Northern,Grocery,85171.0,2,23,8,443.8,1
T00466,Mzuzu,Northern,Pharmacy,24713.1,9,5,4,41.16,0
T00467,Thyolo,Southern,Fuel,11286.14,19,2,1,37.77,0
T00468,Salima,Central,Hardware,20175.23,7,2,0,24.68,0
T00469,Kasungu,Central,Fuel,12428.55,10,1,0,27.07,0
T00470,Blantyre,Southern,Pharmacy,11166.53,9,2,2,0.0,0
T00471,Thyolo,Southern,Restaurant,29750.53,19,3,2,30.86,0
T00472,Salima,Central,Restaurant,40327.95,16,1,0,38.42,0
T00473,Salima,Central,Fuel,13696.86,15,3,2,0.0,0
T00474,Salima,Central,Pharmacy,36129.08,18,2,0,0.0,0
T00475,Dedza,Central,Pharmacy,8769.34,15,4,2,12.8,0
T00476,Karonga,Northern,Grocery,13279.32,6,6,1,33.05,0
T00477,Rumphi,Northern,Grocery,24981.98,15,5,1,15.43,0
T00478,Zomba,Southern,Fuel,20728.56,10,5,1,5.75,0
T00479,Lilongwe,Central,Fuel,7641.43,18,2,2,11.86,0
T00480,Thyolo,Southern,Airtime,35348.45,8,5,2,0.67,0
T00481,Dedza,Central,Grocery,17892.9,19,4,1,0.0,0
T00482,Karonga,Northern,Restaurant,58101.02,11,3,1,37.46,0
T00483,Zomba,Southern,Grocery,10077.49,19,4,0,65.05,0
T00484,Mangochi,Southern,Grocery,19969.24,11,2,3,49.09,0
T00485,Karonga,Northern,Fuel,61554.06,11,2,0,19.35,0
T00486,Lilongwe,Central,Airtime,2113.99,16,3,3,9.29,0
T00487,Mangochi,Southern,Restaurant,22961.9,16,3,2,6.63,0
T00488,Salima,Central,Pharmacy,13931.97,11,1,1,33.14,0
T00489,Salima,Central,Grocery,55371.16,21,2,0,1.51,0
T00490,Lilongwe,Central,Airtime,38439.08,14,2,2,0.0,0
T00491,Karonga,Northern,Fuel,4156.12,11,2,0,6.51,0
T00492,Karonga,Northern,Airtime,44462.45,18,4,1,24.88,0
T00493,Mzuzu,Northern,Hardware,70960.32,17,2,1,41.89,0
T00494,Rumphi,Northern,Grocery,8266.48,11,4,2,63.74,0
T00495,Zomba,Southern,Fuel,27815.2,7,9,3,19.11,0
T00496,Kasungu,Central,Airtime,49129.28,15,6,2,0.0,0
T00497,Mangochi,Southern,Hardware,55066.54,12,1,1,0.0,0
T00498,Rumphi,Northern,Airtime,11644.83,14,5,0,23.91,0
T00499,Lilongwe,Central,Grocery,25108.4,17,1,2,44.36,0
T00500,Dedza,Central,Grocery,5069.65,6,4,0,36.67,0
T00501,Dedza,Central,Restaurant,83619.45,0,24,6,301.1,1
T00502,Mzuzu,Northern,Restaurant,23530.77,8,3,1,45.83,0
T00503,Mzimba,Northern,Grocery,30288.36,18,4,1,9.39,0
T00504,Mzimba,Northern,Fuel,119103.77,6,3,4,0.0,0
T00505,Blantyre,Southern,Grocery,21021.47,7,1,1,0.0,0
T00506,Salima,Central,Grocery,7849.44,18,2,1,3.59,0
T00507,Karonga,Northern,Grocery,7300.52,19,2,2,19.86,0
T00508,Kasungu,Central,Pharmacy,16058.85,8,5,0,2.64,0
T00509,Mzuzu,Northern,Hardware,24755.98,21,4,1,72.53,0
T00510,Thyolo,Southern,Restaurant,12810.17,8,4,0,14.52,0
T00511,Karonga,Northern,Grocery,13601.48,21,1,1,14.92,0
T00512,Mzimba,Northern,Grocery,12670.82,15,3,1,0.0,0
T00513,Mangochi,Southern,Grocery,28433.94,14,3,2,21.24,0
T00514,Mangochi,Southern,Hardware,34871.33,14,4,0,0.0,0
T00515,Karonga,Northern,Grocery,17383.5,21,5,1,12.57,0
T00516,Mangochi,Southern,Grocery,45155.24,13,1,0,0.0,0
T00517,Lilongwe,Central,Hardware,54812.27,13,2,1,40.42,0
T00518,Kasungu,Central,Restaurant,49839.67,13,3,1,6.82,0
T00519,Mzimba,Northern,Restaurant,13290.8,21,2,1,30.27,0
T00520,Mangochi,Southern,Fuel,11853.68,20,2,1,15.22,0
T00521,Salima,Central,Grocery,27697.53,18,5,0,19.37,0
T00522,Thyolo,Southern,Airtime,9261.62,21,5,0,0.0,0
T00523,Thyolo,Southern,Restaurant,32174.73,9,1,1,3.72,0
T00524,Blantyre,Southern,Grocery,7877.93,7,3,0,53.39,0
T00525,Lilongwe,Central,Airtime,8425.05,7,3,2,10.73,0
T00526,Zomba,Southern,Airtime,22744.45,20,1,1,15.19,0
T00527,Rumphi,Northern,Grocery,11662.35,14,2,3,9.45,0
T00528,Blantyre,Southern,Grocery,51909.09,9,3,0,0.0,0
T00529,Mzuzu,Northern,Grocery,21222.41,13,2,4,12.79,0
T00530,Blantyre,Southern,Airtime,20346.24,7,5,1,5.6,0
T00531,Dedza,Central,Grocery,16167.05,15,6,1,18.89,0
T00532,Mzimba,Northern,Grocery,9318.01,17,1,1,34.96,0
T00533,Rumphi,Northern,Airtime,17512.62,13,2,0,0.0,0
T00534,Karonga,Northern,Airtime,118953.1,13,2,2,31.27,0
T00535,Dedza,Central,Hardware,56097.46,11,2,2,10.32,0
T00536,Dedza,Central,Fuel,12834.29,14,1,1,33.0,0
T00537,Rumphi,Northern,Grocery,60808.75,15,4,2,0.0,0
T00538,Thyolo,Southern,Pharmacy,8322.64,12,4,2,38.82,0
T00539,Salima,Central,Pharmacy,22965.85,14,2,1,0.0,0
T00540,Dedza,Central,Grocery,201654.51,23,33,7,1233.07,1
T00541,Mangochi,Southern,Restaurant,13853.23,15,1,2,15.23,0
T00542,Zomba,Southern,Grocery,41563.12,10,5,3,38.83,0
T00543,Kasungu,Central,Fuel,13733.65,13,3,0,34.31,0
T00544,Blantyre,Southern,Pharmacy,19984.08,21,2,0,40.76,0
T00545,Salima,Central,Grocery,10339.11,10,1,0,27.98,0
T00546,Rumphi,Northern,Restaurant,14087.95,7,5,1,0.0,0
T00547,Karonga,Northern,Hardware,13375.43,15,3,1,1.53,0
T00548,Kasungu,Central,Fuel,26400.72,6,2,1,59.52,0
T00549,Mzuzu,Northern,Airtime,35261.67,8,1,2,0.0,0
T00550,Dedza,Central,Pharmacy,2577.58,21,1,2,61.09,0
T00551,Dedza,Central,Grocery,9569.36,17,4,1,19.92,0
T00552,Lilongwe,Central,Airtime,31507.27,6,4,1,9.0,0
T00553,Karonga,Northern,Airtime,8535.82,18,2,1,0.0,0
T00554,Mzuzu,Northern,Hardware,185470.43,23,24,6,965.11,1
T00555,Rumphi,Northern,Airtime,92487.39,12,3,1,48.38,0
T00556,Salima,Central,Grocery,46803.34,10,4,0,0.0,0
T00557,Mangochi,Southern,Airtime,32723.5,20,2,0,23.91,0
T00558,Mangochi,Southern,Grocery,9278.17,18,3,1,31.1,0
T00559,Salima,Central,Hardware,22796.1,18,5,0,18.45,0
T00560,Salima,Central,Pharmacy,11272.38,17,4,1,0.0,0
T00561,Mzuzu,Northern,Pharmacy,16298.81,19,1,0,0.0,0
T00562,Mzuzu,Northern,Hardware,117337.84,10,5,2,0.0,0
T00563,Dedza,Central,Grocery,40148.66,19,3,2,69.09,0
T00564,Blantyre,Southern,Hardware,44897.63,7,3,1,25.77,0
T00565,Zomba,Southern,Airtime,41236.76,14,3,2,5.59,0
T00566,Lilongwe,Central,Restaurant,51760.18,12,2,0,16.27,0
T00567,Mangochi,Southern,Pharmacy,28999.73,20,4,1,1.1,0
T00568,Thyolo,Southern,Pharmacy,9434.45,8,2,1,13.83,0
T00569,Karonga,Northern,Airtime,16636.73,17,7,0,36.56,0
T00570,Mzimba,Northern,Fuel,41381.41,8,4,2,44.75,0
T00571,Mzimba,Northern,Fuel,988515.49,2,34,8,740.64,1
T00572,Kasungu,Central,Pharmacy,26002.09,11,3,0,0.0,0
T00573,Kasungu,Central,Grocery,138133.09,4,24,10,561.49,1
T00574,Karonga,Northern,Grocery,12335.1,13,3,2,24.01,0
T00575,Kasungu,Central,Restaurant,28914.59,13,5,0,43.19,0
T00576,Kasungu,Central,Pharmacy,13257.72,6,4,1,7.75,0
T00577,Karonga,Northern,Grocery,5077.9,13,4,0,5.41,0
T00578,Zomba,Southern,Fuel,46872.0,18,9,0,6.21,0
T00579,Mzimba,Northern,Restaurant,5081.6,21,2,2,32.26,0
T00580,Salima,Central,Restaurant,6384.38,8,2,0,22.2,0
T00581,Zomba,Southern,Grocery,11046.81,8,4,2,41.33,0
T00582,Rumphi,Northern,Fuel,59003.61,9,2,2,0.0,0
T00583,Mzuzu,Northern,Restaurant,13169.19,19,1,0,25.51,0
T00584,Rumphi,Northern,Grocery,17570.47,9,5,0,0.0,0
T00585,Zomba,Southern,Hardware,82521.47,10,4,0,24.22,0
T00586,Zomba,Southern,Fuel,33001.98,11,2,0,35.59,0
T00587,Mangochi,Southern,Fuel,21200.21,17,3,0,45.09,0
T00588,Karonga,Northern,Pharmacy,57633.26,9,1,0,27.75,0
T00589,Karonga,Northern,Grocery,19959.74,10,2,2,0.0,0
T00590,Kasungu,Central,Grocery,14096.31,21,1,0,45.61,0
T00591,Salima,Central,Fuel,100095.82,11,3,0,10.51,0
T00592,Mzimba,Northern,Restaurant,36832.98,21,5,0,52.94,0
T00593,Lilongwe,Central,Grocery,49522.0,7,5,4,0.82,0
T00594,Zomba,Southern,Grocery,6549.84,9,2,4,16.13,0
T00595,Salima,Central,Pharmacy,26200.18,18,5,0,54.38,0
T00596,Mangochi,Southern,Hardware,88111.16,16,4,1,12.96,0
T00597,Lilongwe,Central,Restaurant,22863.79,7,1,0,50.23,0
T00598,Mzimba,Northern,Pharmacy,26448.09,8,1,2,25.78,0
T00599,Mzuzu,Northern,Grocery,33247.09,15,6,1,36.93,0
T00600,Lilongwe,Central,Pharmacy,47704.68,18,4,0,29.24,0
T00601,Dedza,Central,Airtime,11503.48,14,1,1,27.87,0
T00602,Kasungu,Central,Airtime,4719.87,14,3,1,35.24,0
T00603,Dedza,Central,Grocery,8808.44,17,5,1,1.49,0
T00604,Mangochi,Southern,Grocery,18041.39,15,2,0,7.63,0
T00605,Salima,Central,Hardware,417527.98,3,28,7,684.94,1
T00606,Mzuzu,Northern,Grocery,14552.47,6,1,1,20.93,0
T00607,Rumphi,Northern,Fuel,9271.91,18,5,0,0.0,0
T00608,Mzimba,Northern,Fuel,16357.61,13,2,1,31.25,0
T00609,Mangochi,Southern,Airtime,41449.99,18,2,1,37.52,0
T00610,Blantyre,Southern,Grocery,2386.16,6,3,1,0.56,0
T00611,Dedza,Central,Hardware,8431.4,10,2,2,38.82,0
T00612,Blantyre,Southern,Airtime,18716.71,13,3,1,13.3,0
T00613,Zomba,Southern,Fuel,46373.63,7,2,0,0.31,0
T00614,Mzuzu,Northern,Fuel,48085.19,17,2,1,53.41,0
T00615,Lilongwe,Central,Fuel,62834.73,10,3,0,7.63,0
T00616,Salima,Central,Grocery,8346.2,19,4,1,37.15,0
T00617,Dedza,Central,Grocery,9006.27,11,4,2,10.15,0
T00618,Mzimba,Northern,Restaurant,14616.57,12,2,4,0.0,0
T00619,Mangochi,Southern,Grocery,13223.77,16,7,0,34.97,0
T00620,Rumphi,Northern,Restaurant,7115.58,9,3,0,0.0,0
T00621,Thyolo,Southern,Grocery,16464.4,9,5,0,30.51,0
T00622,Karonga,Northern,Grocery,42527.68,6,3,2,9.16,0
T00623,Mzuzu,Northern,Grocery,18497.04,14,1,1,22.96,0
T00624,Rumphi,Northern,Airtime,41006.73,13,1,1,2.93,0
T00625,Salima,Central,Fuel,472986.05,23,21,7,807.05,1
T00626,Thyolo,Southern,Grocery,70795.96,10,2,1,9.34,0
T00627,Dedza,Central,Airtime,32730.38,7,3,3,50.59,0
T00628,Mzimba,Northern,Hardware,9658.03,15,3,1,0.0,0
T00629,Thyolo,Southern,Restaurant,11637.94,15,1,1,0.0,0
T00630,Rumphi,Northern,Grocery,48477.57,7,2,0,21.39,0
T00631,Dedza,Central,Grocery,26502.4,15,2,0,45.88,0
T00632,Mangochi,Southern,Fuel,3740.82,9,2,0,1.9,0
T00633,Karonga,Northern,Grocery,9056.31,6,3,1,5.85,0
T00634,Dedza,Central,Grocery,8016.28,8,2,2,0.0,0
T00635,Dedza,Central,Grocery,307217.75,1,37,8,746.5,1
T00636,Mangochi,Southern,Restaurant,6281.39,19,2,3,0.0,0
T00637,Mangochi,Southern,Grocery,20644.47,11,4,2,0.0,0
T00638,Kasungu,Central,Grocery,16686.65,7,3,1,23.64,0
T00639,Dedza,Central,Grocery,7105.8,8,5,2,5.22,0
T00640,Lilongwe,Central,Grocery,43948.79,6,3,1,13.51,0
T00641,Mangochi,Southern,Fuel,24165.27,9,2,2,0.0,0
T00642,Lilongwe,Central,Fuel,15797.91,19,1,1,14.49,0
T00643,Blantyre,Southern,Fuel,118976.49,10,2,1,59.64,0
T00644,Lilongwe,Central,Grocery,20998.57,10,3,0,0.0,0
T00645,Mzuzu,Northern,Fuel,14191.8,6,6,1,30.66,0
T00646,Karonga,Northern,Grocery,6093.27,9,7,1,19.03,0
T00647,Thyolo,Southern,Grocery,30052.92,7,4,3,20.63,0
T00648,Salima,Central,Airtime,287754.19,0,34,3,450.46,1
T00649,Blantyre,Southern,Fuel,9619.14,18,4,0,26.1,0
T00650,Zomba,Southern,Grocery,29321.37,16,3,1,20.53,0
T00651,Mzimba,Northern,Fuel,24933.67,14,1,2,0.0,0
T00652,Mzimba,Northern,Grocery,12898.34,15,4,0,29.28,0
T00653,Lilongwe,Central,Airtime,26261.53,18,1,2,0.0,0
T00654,Mzuzu,Northern,Grocery,4505.62,18,4,2,0.0,0
T00655,Mzuzu,Northern,Fuel,271651.64,3,15,9,811.52,1
T00656,Karonga,Northern,Restaurant,10993.08,6,2,0,10.5,0
T00657,Thyolo,Southern,Fuel,24777.16,20,4,0,46.87,0
T00658,Mzimba,Northern,Fuel,15530.91,13,1,4,0.0,0
T00659,Zomba,Southern,Hardware,5110.12,6,2,2,36.78,0
T00660,Dedza,Central,Grocery,50003.36,21,6,0,8.15,0
T00661,Mangochi,Southern,Fuel,41689.45,17,2,0,11.54,0
T00662,Dedza,Central,Grocery,15497.93,6,4,0,17.49,0
T00663,Zomba,Southern,Fuel,4000.43,21,3,0,13.49,0
T00664,Kasungu,Central,Airtime,28588.24,20,2,2,17.76,0
T00665,Mzimba,Northern,Grocery,49463.58,19,4,0,0.0,0
T00666,Blantyre,Southern,Fuel,215386.56,1,29,6,1143.39,1
T00667,Kasungu,Central,Restaurant,5435.79,11,1,1,16.29,0
T00668,Zomba,Southern,Grocery,23475.39,17,3,1,55.53,0
T00669,Mzuzu,Northern,Grocery,13269.59,6,4,3,38.8,0
T00670,Mangochi,Southern,Grocery,15350.77,15,1,0,45.11,0
T00671,Karonga,Northern,Grocery,51414.41,13,4,0,28.13,0
T00672,Karonga,Northern,Pharmacy,10600.85,8,1,0,26.47,0
T00673,Mzuzu,Northern,Airtime,17567.33,15,1,0,9.35,0
T00674,Mangochi,Southern,Hardware,18052.07,10,6,2,0.0,0
T00675,Mzuzu,Northern,Grocery,47471.55,7,2,2,38.71,0
T00676,Blantyre,Southern,Fuel,45981.17,13,4,0,43.83,0
T00677,Mzuzu,Northern,Restaurant,8287.93,15,5,0,33.17,0
T00678,Mangochi,Southern,Grocery,59806.32,7,3,1,16.59,0
T00679,Mzuzu,Northern,Grocery,14421.33,14,3,1,16.3,0
T00680,Thyolo,Southern,Restaurant,4009.92,19,4,1,0.0,0
T00681,Salima,Central,Grocery,29609.35,8,3,2,0.0,0
T00682,Mangochi,Southern,Airtime,6453.85,13,4,2,6.5,0
T00683,Rumphi,Northern,Grocery,84325.46,7,2,1,8.55,0
T00684,Rumphi,Northern,Airtime,90722.39,17,2,0,0.0,0
T00685,Blantyre,Southern,Hardware,14646.39,15,2,1,17.02,0
T00686,Thyolo,Southern,Grocery,35279.28,8,1,0,10.45,0
T00687,Zomba,Southern,Pharmacy,37291.14,20,5,2,2.59,0
T00688,Mangochi,Southern,Fuel,16041.76,19,3,1,6.99,0
T00689,Mzuzu,Northern,Restaurant,24535.74,18,2,1,46.13,0
T00690,Karonga,Northern,Fuel,13737.99,16,3,2,18.92,0
T00691,Mzimba,Northern,Grocery,46256.69,16,2,1,12.51,0
T00692,Mangochi,Southern,Fuel,42921.1,15,3,1,24.88,0
T00693,Thyolo,Southern,Restaurant,474646.22,2,20,4,1181.23,1
T00694,Lilongwe,Central,Fuel,17670.98,18,4,1,5.96,0
T00695,Zomba,Southern,Grocery,10393.31,14,2,0,34.6,0
T00696,Zomba,Southern,Grocery,20091.9,13,2,2,6.54,0
T00697,Rumphi,Northern,Grocery,19193.58,20,4,1,37.43,0
T00698,Zomba,Southern,Restaurant,25724.04,7,2,0,47.57,0
T00699,Zomba,Southern,Hardware,11771.12,9,2,1,62.64,0
T00700,Lilongwe,Central,Fuel,13210.87,10,4,4,0.0,0
T00701,Mzuzu,Northern,Fuel,115191.82,9,1,1,0.0,0
T00702,Blantyre,Southern,Pharmacy,50896.76,10,1,1,1.58,0
T00703,Mangochi,Southern,Grocery,46026.62,7,1,0,1.95,0
T00704,Zomba,Southern,Hardware,372465.94,3,33,8,379.0,1
T00705,Lilongwe,Central,Pharmacy,19390.71,15,3,1,0.0,0
T00706,Mzimba,Northern,Restaurant,18648.44,20,2,2,46.62,0
T00707,Salima,Central,Airtime,22764.63,16,3,2,0.0,0
T00708,Thyolo,Southern,Pharmacy,20250.97,12,1,1,4.54,0
T00709,Zomba,Southern,Grocery,19267.57,20,2,1,36.35,0
T00710,Mangochi,Southern,Grocery,50756.3,19,3,1,0.0,0
T00711,Zomba,Southern,Hardware,46658.1,12,4,0,24.72,0
T00712,Dedza,Central,Airtime,25523.77,8,3,0,26.46,0
T00713,Lilongwe,Central,Airtime,4146.87,20,2,0,34.29,0
T00714,Zomba,Southern,Grocery,9390.37,21,2,1,4.51,0
T00715,Salima,Central,Grocery,34756.35,12,3,0,0.0,0
T00716,Mzimba,Northern,Fuel,9572.75,15,1,1,1.29,0
T00717,Karonga,Northern,Fuel,24607.17,8,2,0,43.57,0
T00718,Mzimba,Northern,Fuel,12581.3,14,1,0,11.01,0
T00719,Salima,Central,Fuel,16431.2,9,5,0,0.0,0
T00720,Rumphi,Northern,Fuel,4236.4,9,3,1,24.76,0
T00721,Kasungu,Central,Hardware,14161.14,12,4,2,27.85,0
T00722,Karonga,Northern,Grocery,23917.58,16,2,2,33.14,0
T00723,Mangochi,Southern,Restaurant,11232.88,7,3,0,0.0,0
T00724,Mangochi,Southern,Hardware,23769.18,21,1,1,35.65,0
T00725,Mzimba,Northern,Grocery,68656.5,15,1,2,0.0,0
T00726,Zomba,Southern,Airtime,14513.76,17,2,2,41.78,0
T00727,Dedza,Central,Fuel,12182.48,21,4,4,0.0,0
T00728,Rumphi,Northern,Hardware,27930.8,21,4,2,0.0,0
T00729,Dedza,Central,Airtime,14384.71,16,2,2,0.0,0
T00730,Karonga,Northern,Restaurant,14720.52,8,2,0,46.76,0
T00731,Rumphi,Northern,Grocery,36592.17,6,2,1,0.0,0
T00732,Mangochi,Southern,Fuel,33003.72,21,4,1,10.33,0
T00733,Thyolo,Southern,Grocery,4490.63,17,5,3,0.0,0
T00734,Blantyre,Southern,Restaurant,41833.18,15,1,2,11.6,0
T00735,Kasungu,Central,Restaurant,17933.46,11,2,1,0.0,0
T00736,Mzuzu,Northern,Restaurant,16367.37,16,2,1,24.95,0
T00737,Mangochi,Southern,Airtime,254597.6,0,35,6,482.85,1
T00738,Mangochi,Southern,Fuel,37895.43,20,1,0,47.48,0
T00739,Salima,Central,Airtime,4176.76,15,1,1,53.38,0
T00740,Lilongwe,Central,Grocery,13086.86,14,3,0,34.67,0
T00741,Zomba,Southern,Hardware,7391.34,10,1,2,42.59,0
T00742,Karonga,Northern,Airtime,16970.94,19,2,2,0.0,0
T00743,Salima,Central,Fuel,7017.69,12,2,2,17.29,0
T00744,Zomba,Southern,Restaurant,13622.69,20,1,1,16.13,0
T00745,Mzimba,Northern,Grocery,37358.9,11,1,1,56.87,0
T00746,Thyolo,Southern,Grocery,19393.85,7,6,1,0.0,0
T00747,Mzuzu,Northern,Grocery,42025.42,17,3,2,0.0,0
T00748,Zomba,Southern,Fuel,17185.87,16,4,1,0.0,0
T00749,Kasungu,Central,Grocery,12014.34,10,1,0,0.0,0
T00750,Rumphi,Northern,Fuel,15897.72,20,7,1,8.87,0
T00751,Lilongwe,Central,Grocery,48877.32,7,3,2,14.82,0
T00752,Zomba,Southern,Fuel,41869.15,10,5,2,8.59,0
T00753,Salima,Central,Restaurant,32569.85,14,4,2,14.84,0
T00754,Dedza,Central,Airtime,2637.11,15,2,0,8.84,0
T00755,Salima,Central,Grocery,42246.47,12,2,2,30.9,0
T00756,Lilongwe,Central,Fuel,24183.12,15,4,2,7.37,0
T00757,Mangochi,Southern,Restaurant,7325.2,6,3,2,27.3,0
T00758,Kasungu,Central,Fuel,12501.07,10,4,0,0.0,0
T00759,Lilongwe,Central,Grocery,11935.63,6,2,0,0.0,0
T00760,Lilongwe,Central,Fuel,5314.17,7,1,1,1.67,0
T00761,Salima,Central,Grocery,36608.59,17,1,1,0.0,0
T00762,Dedza,Central,Restaurant,17436.03,8,3,1,34.79,0
T00763,Rumphi,Northern,Fuel,56707.22,14,3,1,8.45,0
T00764,Salima,Central,Pharmacy,30506.22,13,2,1,20.97,0
T00765,Mzimba,Northern,Hardware,4835.78,19,3,3,0.0,0
T00766,Thyolo,Southern,Grocery,116715.57,2,35,6,469.69,1
T00767,Dedza,Central,Hardware,38165.98,17,2,2,10.08,0
T00768,Rumphi,Northern,Grocery,6144.58,21,6,0,43.24,0
T00769,Blantyre,Southern,Grocery,10793.64,16,4,0,0.0,0
T00770,Mangochi,Southern,Fuel,16192.35,20,3,0,20.97,0
T00771,Dedza,Central,Fuel,172049.8,3,14,4,960.68,1
T00772,Thyolo,Southern,Grocery,4563.1,13,3,1,68.25,0
T00773,Dedza,Central,Restaurant,22617.96,9,5,0,18.73,0
T00774,Mzimba,Northern,Restaurant,11758.76,17,4,1,33.03,0
T00775,Lilongwe,Central,Grocery,17139.07,17,4,1,32.21,0
T00776,Salima,Central,Grocery,5339.12,9,1,2,19.31,0
T00777,Dedza,Central,Fuel,8702.89,14,2,0,11.38,0
T00778,Lilongwe,Central,Pharmacy,6695.57,12,3,0,21.98,0
