basket_id,item_name
B00672,Cooking Oil
B00672,Onions
B00673,Onions
B00673,Tomatoes
B00673,Eggs
B00673,Rice
B00673,Likuni Phala
B00673,Toothpaste
B00673,Sugar
B00673,Airtime1000
B00674,Biscuits
B00674,Potatoes
B00674,Onions
B00675,Rice
B00675,Toothpaste
B00676,Onions
B00676,Chicken
B00676,Tomatoes
B00676,Eggs
B00676,Water
B00676,Tea
B00676,Bread
B00676,Toothpaste
B00676,Soap
B00676,Milk
B00677,Eggs
B00677,Bread
B00677,Rice
B00677,Airtime2000
B00677,Sugar
B00677,Milk
B00678,Potatoes
B00678,Airtime2000
B00678,Toothpaste
B00679,Onions
B00679,Potatoes
B00679,Tomatoes
B00679,Bread
B00679,Sugar
B00679,Biscuits
B00679,Milk
B00680,Airtime2000
B00680,Chicken
B00681,Biscuits
B00681,Airtime1000
B00682,Soap
B00682,Bread
B00682,Sugar
B00682,Biscuits
B00682,Milk
B00683,Airtime1000
B00683,Rice
B00683,Likuni Phala
B00683,Onions
B00684,Beans
B00684,Soap
B00684,Toothpaste
B00685,Onions
B00685,Cooking Oil
B00685,Potatoes
B00685,Tomatoes
B00685,Airtime2000
B00685,Biscuits
B00685,Milk
B00686,Soft Drink
B00686,Soap
B00686,Beans
B00686,Water
B00686,Airtime2000
B00686,Likuni Phala
B00686,Toothpaste
B00686,Sugar
B00686,Biscuits
B00686,Airtime1000
B00687,Soft Drink
B00687,Beans
B00687,Water
B00687,Rice
B00687,Toothpaste
B00687,Airtime1000
B00688,Cooking Oil
B00688,Potatoes
B00688,Eggs
B00688,Likuni Phala
B00689,Chicken
B00689,Cooking Oil
B00689,Potatoes
B00689,Tomatoes
B00689,Beans
B00689,Likuni Phala
B00690,Sugar
B00690,Cooking Oil
B00691,Sugar
B00691,Airtime1000
B00691,Toothpaste
B00692,Sugar
B00692,Tomatoes
B00692,Beans
B00692,Milk
B00693,Soft Drink
B00693,Chicken
B00693,Cooking Oil
B00693,Bread
B00693,Airtime2000
B00693,Likuni Phala
B00693,Milk
B00694,Soft Drink
B00694,Cooking Oil
B00694,Water
B00694,Bread
B00694,Rice
B00694,Biscuits
B00694,Milk
B00695,Beans
B00695,Tomatoes
B00695,Airtime2000
B00695,Onions
B00696,Chicken
B00696,Cooking Oil
B00696,Tomatoes
B00696,Bread
B00696,Toothpaste
B00696,Soap
B00696,Airtime1000
B00696,Milk
B00697,Soft Drink
B00697,Tomatoes
B00697,Onions
B00698,Chicken
B00698,Water
B00698,Tea
B00698,Toothpaste
B00698,Sugar
B00698,Soap
B00698,Biscuits
B00698,Milk
B00699,Chicken
B00699,Eggs
B00699,Tea
B00699,Airtime2000
B00699,Toothpaste
B00700,Onions
B00700,Cooking Oil
B00700,Rice
B00700,Airtime2000
B00700,Toothpaste
B00700,Sugar
B00700,Soap
B00700,Airtime1000
B00700,Milk
B00701,Sugar
B00701,Onions
B00702,Soft Drink
B00702,Onions
B00703,Chicken
B00703,Onions
B00703,Tomatoes
B00703,Eggs
B00703,Soap
B00703,Airtime2000
B00703,Sugar
B00703,Biscuits
B00703,Airtime1000
B00704,Onions
B00704,Tomatoes
B00704,Eggs
B00704,Tea
B00704,Toothpaste
B00704,Soap
B00705,Sugar
B00705,Soap
B00705,Soft Drink
B00705,Chicken
B00706,Soft Drink
B00706,Chicken
B00706,Eggs
B00706,Beans
B00706,Airtime2000
B00706,Toothpaste
B00706,Sugar
B00706,Milk
B00707,Potatoes
B00707,Eggs
B00707,Tea
B00707,Airtime2000
B00707,Airtime1000
B00708,Sugar
B00708,Rice
B00709,Soft Drink
B00709,Onions
B00709,Cooking Oil
B00709,Tomatoes
B00709,Eggs
B00710,Onions
B00710,Potatoes
B00710,Tomatoes
B00710,Likuni Phala
B00710,Sugar
B00710,Biscuits
B00711,Chicken
B00711,Onions
B00711,Tomatoes
B00711,Beans
B00711,Water
B00711,Bread
B00711,Toothpaste
B00711,Sugar
B00711,Biscuits
B00712,Rice
B00712,Airtime2000
B00712,Likuni Phala
B00712,Milk
B00713,Sugar
B00713,Soap
B00713,Chicken
B00713,Toothpaste
B00714,Water
B00714,Soap
B00714,Tomatoes
B00714,Likuni Phala
B00715,Sugar
B00715,Soap
B00715,Chicken
B00716,Soft Drink
B00716,Onions
B00716,Chicken
B00716,Cooking Oil
B00716,Tea
B00716,Toothpaste
B00716,Biscuits
B00717,Soft Drink
B00717,Chicken
B00717,Cooking Oil
B00717,Eggs
B00717,Bread
B00717,Rice
B00717,Likuni Phala
B00717,Sugar
B00717,Soap
B00717,Milk
B00718,Onions
B00718,Water
B00718,Bread
B00718,Tea
B00718,Biscuits
B00718,Milk
B00719,Biscuits
B00719,Tea
B00719,Eggs
B00719,Likuni Phala
B00720,Chicken
B00720,Soap
B00720,Tea
B00720,Rice
B00720,Likuni Phala
B00720,Sugar
B00720,Biscuits
B00720,Milk
B00721,Soft Drink
B00721,Eggs
B00721,Water
B00721,Bread
B00721,Toothpaste
B00721,Sugar
B00721,Soap
B00721,Airtime1000
B00721,Milk
B00722,Sugar
B00722,Cooking Oil
B00722,Tea
B00722,Toothpaste
B00723,Beans
B00723,Likuni Phala
B00723,Toothpaste
B00724,Soft Drink
B00724,Biscuits
B00724,Eggs
B00724,Chicken
B00725,Chicken
B00725,Cooking Oil
B00725,Potatoes
B00725,Bread
B00725,Tea
B00725,Likuni Phala
B00725,Toothpaste
B00725,Soap
B00725,Milk
B00726,Onions
B00726,Cooking Oil
B00726,Tomatoes
B00726,Tea
B00726,Airtime2000
B00726,Milk
B00727,Beans
B00727,Soap
B00727,Tea
B00727,Soft Drink
B00728,Soft Drink
B00728,Onions
B00728,Potatoes
B00728,Bread
B00728,Biscuits
B00728,Airtime1000
B00728,Milk
B00729,Chicken
B00729,Onions
B00729,Tomatoes
B00729,Water
B00729,Beans
B00729,Toothpaste
B00729,Airtime1000
B00730,Cooking Oil
B00730,Potatoes
B00730,Bread
B00730,Biscuits
B00730,Milk
B00731,Onions
B00731,Tomatoes
B00731,Water
B00731,Bread
B00731,Airtime2000
B00731,Toothpaste
B00731,Soap
B00731,Milk
B00732,Onions
B00732,Chicken
B00732,Cooking Oil
B00732,Potatoes
B00732,Tea
B00732,Soap
B00733,Cooking Oil
B00733,Water
B00733,Beans
B00733,Rice
B00733,Sugar
B00733,Airtime1000
B00734,Bread
B00734,Tea
B00734,Toothpaste
B00734,Soap
B00734,Airtime1000
B00735,Beans
B00735,Soap
B00735,Chicken
B00736,Soap
B00736,Milk
B00737,Chicken
B00737,Potatoes
B00737,Eggs
B00737,Tea
B00737,Airtime2000
B00738,Water
B00738,Beans
B00738,Bread
B00738,Airtime2000
B00738,Biscuits
B00738,Airtime1000
B00738,Milk
B00739,Soft Drink
B00739,Chicken
B00739,Cooking Oil
B00739,Eggs
B00739,Soap
B00739,Water
B00739,Biscuits
B00739,Airtime1000
B00740,Water
B00740,Biscuits
B00740,Potatoes
B00740,Eggs
B00741,Biscuits
B00741,Cooking Oil
B00742,Soft Drink
B00742,Eggs
B00742,Water
B00742,Tea
B00742,Likuni Phala
B00742,Soap
B00743,Soft Drink
B00743,Onions
B00743,Tomatoes
B00743,Water
B00743,Tea
B00743,Biscuits
B00743,Airtime1000
B00744,Cooking Oil
B00744,Potatoes
B00744,Bread
B00744,Rice
B00744,Biscuits
B00744,Milk
B00745,Soft Drink
B00745,Cooking Oil
B00745,Potatoes
B00745,Beans
B00745,Bread
B00745,Rice
B00745,Likuni Phala
B00745,Milk
B00746,Eggs
B00746,Tea
B00746,Likuni Phala
B00746,Toothpaste
B00746,Sugar
B00746,Soap
B00746,Airtime1000
B00747,Soft Drink
B00747,Biscuits
B00747,Airtime1000
B00747,Onions
B00748,Water
B00748,Likuni Phala
B00748,Toothpaste
B00748,Sugar
B00748,Biscuits
B00748,Airtime1000
B00749,Sugar
B00749,Soap
B00749,Airtime1000
B00750,Chicken
B00750,Water
B00750,Airtime2000
B00750,Likuni Phala
B00750,Biscuits
B00751,Cooking Oil
B00751,Bread
B00751,Rice
B00751,Likuni Phala
B00751,Milk
B00752,Onions
B00752,Cooking Oil
B00752,Potatoes
B00752,Rice
B00752,Soap
B00752,Milk
B00753,Onions
B00753,Cooking Oil
B00753,Tomatoes
B00753,Eggs
B00753,Tea
B00753,Bread
B00753,Toothpaste
B00753,Soap
B00753,Milk
B00754,Soft Drink
B00754,Onions
B00754,Cooking Oil
B00754,Potatoes
B00754,Rice
B00754,Sugar
B00754,Milk
B00755,Onions
B00755,Eggs
B00755,Beans
B00755,Bread
B00755,Toothpaste
B00755,Sugar
B00756,Airtime2000
B00756,Sugar
B00756,Soap
B00756,Airtime1000
B00756,Milk
B00757,Chicken
B00757,Potatoes
B00757,Sugar
B00757,Airtime1000
B00757,Milk
B00758,Cooking Oil
B00758,Tomatoes
B00758,Water
B00758,Rice
B00758,Likuni Phala
B00758,Milk
B00759,Soft Drink
B00759,Cooking Oil
B00759,Beans
B00759,Tea
B00759,Rice
B00759,Likuni Phala
B00759,Toothpaste
B00759,Sugar
B00759,Soap
B00760,Beans
B00760,Eggs
B00761,Chicken
B00761,Cooking Oil
B00761,Likuni Phala
B00761,Sugar
B00761,Biscuits
B00762,Soft Drink
B00762,Cooking Oil
B00762,Likuni Phala
B00762,Sugar
B00762,Biscuits
B00763,Soft Drink
B00763,Chicken
B00763,Onions
B00763,Tomatoes
B00763,Water
B00763,Rice
B00764,Soft Drink
B00764,Chicken
B00765,Soft Drink
B00765,Water
B00765,Bread
B00765,Tea
B00765,Likuni Phala
B00766,Beans
B00766,Eggs
B00767,Beans
B00767,Water
B00767,Tea
B00767,Bread
B00767,Milk
B00768,Tea
B00768,Onions
B00768,Chicken
B00769,Soft Drink
B00769,Onions
B00769,Cooking Oil
B00769,Eggs
B00769,Beans
B00769,Water
B00769,Toothpaste
B00769,Sugar
B00770,Chicken
B00770,Potatoes
B00770,Bread
B00770,Tea
B00770,Soap
B00770,Milk
B00771,Water
B00771,Bread
B00771,Rice
B00771,Toothpaste
B00771,Soap
B00772,Biscuits
B00772,Airtime1000
B00772,Onions
B00773,Sugar
B00773,Cooking Oil
B00773,Beans
B00773,Milk
B00774,Soap
B00774,Bread
B00774,Airtime2000
B00774,Likuni Phala
B00774,Biscuits
B00774,Milk
B00775,Onions
B00775,Beans
B00775,Bread
B00775,Rice
B00775,Airtime2000
B00775,Likuni Phala
B00775,Toothpaste
B00775,Sugar
B00776,Soap
B00776,Bread
B00776,Tomatoes
B00776,Airtime1000
B00777,Sugar
B00777,Chicken
B00778,Beans
B00778,Cooking Oil
B00778,Rice
B00779,Tomatoes
B00779,Bread
B00779,Tea
B00779,Biscuits
B00779,Milk
B00780,Potatoes
B00780,Beans
B00780,Bread
B00780,Likuni Phala
B00780,Toothpaste
B00780,Sugar
B00780,Soap
B00780,Milk
B00781,Soft Drink
B00781,Onions
B00781,Tomatoes
B00781,Bread
B00781,Airtime2000
B00781,Likuni Phala
B00781,Toothpaste
B00781,Sugar
B00782,Beans
B00782,Cooking Oil
B00782,Eggs
B00782,Milk
B00783,Onions
B00783,Bread
B00783,Tea
B00783,Biscuits
B00783,Airtime1000
B00783,Milk
B00784,Soft Drink
B00784,Biscuits
B00784,Potatoes
B00785,Potatoes
B00785,Beans
B00785,Water
B00785,Bread
B00785,Soap
B00785,Airtime1000
B00786,Soft Drink
B00786,Chicken
B00786,Bread
B00786,Rice
B00786,Tea
B00786,Toothpaste
B00786,Milk
B00787,Soap
B00787,Eggs
B00787,Milk
B00788,Soft Drink
B00788,Chicken
B00788,Cooking Oil
B00788,Potatoes
B00788,Tea
B00788,Likuni Phala
B00788,Sugar
B00788,Milk
B00789,Onions
B00789,Beans
B00789,Airtime2000
B00789,Toothpaste
B00789,Soap
B00790,Onions
B00790,Chicken
B00790,Eggs
B00790,Beans
B00790,Tea
B00790,Toothpaste
B00790,Sugar
B00790,Soap
B00790,Biscuits
B00791,Sugar
B00791,Soft Drink
B00791,Chicken
B00792,Biscuits
B00792,Tomatoes
B00792,Chicken
B00792,Toothpaste
B00793,Beans
B00793,Potatoes
B00793,Airtime1000
B00793,Airtime2000
B00794,Water
B00794,Rice
B00795,Soft Drink
B00795,Cooking Oil
B00795,Potatoes
B00795,Beans
B00795,Bread
B00795,Rice
B00795,Airtime2000
B00795,Milk
B00796,Cooking Oil
B00796,Likuni Phala
B00796,Milk
B00797,Airtime2000
B00798,Onions
B00798,Cooking Oil
B00798,Tomatoes
B00798,Tea
B00798,Rice
B00798,Toothpaste
B00799,Eggs
B00799,Water
B00799,Rice
B00799,Airtime2000
B00799,Toothpaste
B00799,Soap
B00800,Beans
B00800,Biscuits
B00800,Tea
B00800,Soft Drink
B00801,Biscuits
B00801,Tea
B00801,Eggs
B00802,Chicken
B00802,Eggs
B00802,Beans
B00802,Tea
B00802,Airtime2000
B00802,Toothpaste
B00802,Soap
B00802,Airtime1000
B00802,Milk
B00803,Sugar
B00803,Airtime1000
B00803,Onions
B00804,Water
B00804,Eggs
B00804,Airtime2000
B00804,Likuni Phala
B00805,Chicken
B00805,Potatoes
B00805,Tea
B00805,Toothpaste
B00805,Soap
B00805,Airtime1000
B00806,Soft Drink
B00806,Cooking Oil
B00806,Milk
B00807,Eggs
B00807,Airtime1000
B00807,Likuni Phala
B00807,Chicken
B00808,Chicken
B00808,Cooking Oil
B00808,Water
B00808,Rice
B00808,Airtime2000
B00808,Sugar
B00809,Soft Drink
B00809,Onions
B00809,Tomatoes
B00809,Eggs
B00809,Water
B00809,Bread
B00809,Likuni Phala
B00809,Toothpaste
B00809,Soap
B00809,Airtime1000
B00809,Milk
B00810,Water
B00810,Eggs
B00810,Likuni Phala
B00811,Beans
B00811,Eggs
B00812,Chicken
B00812,Potatoes
B00812,Beans
B00812,Toothpaste
B00812,Airtime1000
B00813,Potatoes
B00813,Tomatoes
B00813,Tea
B00813,Rice
B00813,Sugar
B00814,Chicken
B00814,Potatoes
B00814,Tomatoes
B00814,Toothpaste
B00814,Milk
B00815,Onions
B00815,Tomatoes
B00815,Eggs
B00815,Soap
B00815,Bread
B00815,Tea
B00815,Airtime2000
B00815,Toothpaste
B00815,Biscuits
B00816,Beans
B00816,Biscuits
B00816,Eggs
B00816,Toothpaste
B00817,Onions
B00817,Beans
B00817,Rice
B00817,Toothpaste
B00817,Sugar
B00818,Soft Drink
B00818,Cooking Oil
B00818,Tea
B00818,Rice
B00818,Likuni Phala
B00818,Toothpaste
B00818,Milk
B00819,Onions
B00819,Cooking Oil
B00819,Eggs
B00819,Water
B00819,Tea
B00819,Bread
B00819,Rice
B00819,Sugar
B00819,Biscuits
B00819,Airtime1000
B00820,Rice
B00820,Tea
B00820,Tomatoes
B00820,Onions
B00821,Soft Drink
B00821,Onions
B00821,Beans
B00821,Tea
B00821,Soap
B00822,Soft Drink
B00822,Airtime1000
B00822,Airtime2000
B00822,Onions
B00823,Soft Drink
B00823,Beans
B00823,Bread
B00823,Airtime2000
B00823,Sugar
B00823,Biscuits
B00823,Airtime1000
B00823,Milk
B00824,Chicken
B00824,Potatoes
B00824,Eggs
B00824,Beans
B00824,Water
B00824,Tea
B00824,Sugar
B00825,Beans
B00825,Biscuits
B00825,Airtime2000
B00826,Soft Drink
B00826,Eggs
B00826,Beans
B00826,Water
B00826,Tea
B00826,Airtime2000
B00827,Sugar
B00827,Bread
B00827,Milk
B00828,Soft Drink
B00828,Onions
B00828,Chicken
B00828,Potatoes
B00828,Water
B00828,Tea
B00828,Toothpaste
B00828,Soap
B00828,Milk
B00829,Cooking Oil
B00829,Airtime2000
B00830,Chicken
B00830,Cooking Oil
B00830,Water
B00830,Beans
B00830,Bread
B00830,Tea
B00830,Airtime1000
B00831,Soft Drink
B00831,Eggs
B00831,Airtime2000
B00831,Sugar
B00831,Milk
B00832,Beans
B00832,Soap
B00832,Potatoes
B00832,Airtime2000
B00833,Rice
B00833,Airtime1000
B00833,Onions
B00833,Chicken
B00834,Onions
B00834,Bread
B00834,Tea
B00834,Airtime2000
B00834,Sugar
B00834,Milk
B00835,Onions
B00835,Cooking Oil
B00835,Potatoes
B00835,Tomatoes
B00835,Eggs
B00835,Water
B00835,Rice
B00835,Likuni Phala
B00835,Toothpaste
B00835,Soap
B00835,Biscuits
B00836,Biscuits
B00836,Potatoes
B00836,Airtime2000
B00836,Tea
B00837,Beans
B00837,Tomatoes
B00837,Onions
B00837,Sugar
B00838,Soap
B00838,Biscuits
B00839,Soap
B00839,Onions
B00839,Milk
B00840,Soft Drink
B00840,Eggs
B00840,Water
B00840,Airtime1000
B00841,Chicken
B00841,Eggs
B00841,Tomatoes
B00841,Likuni Phala
B00841,Toothpaste
B00841,Soap
B00842,Sugar
B00842,Likuni Phala
B00843,Sugar
B00843,Bread
B00843,Tea
B00843,Toothpaste
B00844,Bread
B00844,Airtime1000
B00844,Milk
B00845,Tea
B00846,Cooking Oil
B00846,Rice
B00846,Likuni Phala
B00846,Biscuits
B00846,Airtime1000
B00847,Chicken
B00847,Cooking Oil
B00847,Tomatoes
B00847,Tea
B00847,Rice
B00847,Soap
B00848,Beans
B00848,Bread
B00848,Milk
B00848,Toothpaste
B00849,Bread
B00849,Tomatoes
B00849,Onions
B00849,Chicken
B00850,Soft Drink
B00850,Potatoes
B00850,Eggs
B00850,Water
B00850,Beans
B00850,Airtime2000
B00850,Likuni Phala
B00850,Sugar
B00851,Onions
B00851,Cooking Oil
B00851,Beans
B00851,Water
B00851,Biscuits
B00851,Milk
B00852,Potatoes
B00852,Toothpaste
B00853,Tomatoes
B00853,Bread
B00853,Likuni Phala
B00853,Biscuits
B00853,Airtime1000
B00854,Chicken
B00854,Potatoes
B00854,Airtime2000
B00854,Soap
B00854,Airtime1000
B00854,Milk
B00855,Biscuits
B00855,Rice
B00855,Airtime2000
B00855,Cooking Oil
B00856,Chicken
B00856,Onions
B00856,Potatoes
B00856,Tomatoes
B00856,Water
B00856,Tea
B00856,Toothpaste
B00856,Biscuits
B00857,Onions
B00857,Potatoes
B00857,Eggs
B00857,Beans
B00857,Tea
B00857,Airtime2000
B00857,Sugar
B00857,Airtime1000
B00857,Milk
B00858,Onions
B00858,Cooking Oil
B00858,Tomatoes
B00858,Beans
B00858,Rice
B00858,Airtime2000
B00858,Likuni Phala
B00858,Toothpaste
B00858,Airtime1000
B00858,Milk
B00859,Soft Drink
B00859,Onions
B00859,Chicken
B00859,Potatoes
B00859,Beans
B00859,Tea
B00859,Rice
B00859,Airtime2000
B00859,Likuni Phala
B00859,Sugar
B00860,Beans
B00860,Soap
B00860,Onions
B00860,Toothpaste
B00861,Water
B00861,Soap
B00861,Chicken
B00861,Toothpaste
B00862,Cooking Oil
B00862,Potatoes
B00862,Eggs
B00862,Water
B00862,Beans
B00862,Bread
B00862,Likuni Phala
B00863,Soft Drink
B00863,Chicken
B00863,Cooking Oil
B00863,Potatoes
B00863,Eggs
B00863,Water
B00863,Rice
B00863,Sugar
B00863,Airtime1000
B00864,Cooking Oil
B00864,Tomatoes
B00864,Eggs
B00864,Bread
B00864,Rice
B00864,Likuni Phala
B00865,Onions
B00865,Chicken
B00865,Bread
B00865,Rice
B00865,Airtime2000
B00865,Biscuits
B00866,Soft Drink
B00866,Soap
B00866,Tea
B00866,Toothpaste
B00867,Potatoes
B00867,Tea
B00867,Toothpaste
B00867,Biscuits
B00867,Airtime1000
B00868,Chicken
B00868,Onions
B00868,Eggs
B00868,Tomatoes
B00868,Beans
B00868,Water
B00868,Bread
B00868,Rice
B00869,Soft Drink
B00869,Cooking Oil
B00869,Tea
B00869,Rice
B00869,Sugar
B00870,Chicken
B00870,Onions
B00870,Cooking Oil
B00870,Potatoes
B00870,Tomatoes
B00870,Rice
B00870,Airtime2000
B00870,Sugar
B00870,Biscuits
B00871,Onions
B00871,Cooking Oil
B00871,Bread
B00871,Rice
B00871,Airtime2000
B00871,Airtime1000
B00871,Milk
B00872,Onions
B00872,Chicken
B00872,Tea
B00872,Airtime2000
B00872,Sugar
B00873,Onions
B00873,Chicken
B00873,Cooking Oil
B00873,Potatoes
B00873,Water
B00873,Rice
B00873,Toothpaste
B00873,Sugar
B00874,Sugar
B00874,Tea
B00875,Cooking Oil
B00875,Eggs
B00875,Tea
B00875,Rice
B00875,Sugar
B00876,Bread
B00876,Rice
B00876,Toothpaste
B00876,Airtime1000
B00876,Milk
B00877,Soft Drink
B00877,Chicken
B00877,Eggs
B00877,Water
B00877,Tea
B00877,Airtime2000
B00877,Sugar
B00877,Airtime1000
B00877,Milk
B00878,Water
B00878,Cooking Oil
B00878,Potatoes
B00878,Beans
B00879,Cooking Oil
B00879,Tomatoes
B00879,Onions
B00880,Chicken
B00880,Eggs
B00880,Beans
B00880,Soap
B00880,Biscuits
B00880,Milk
B00881,Beans
B00881,Bread
B00881,Airtime2000
B00881,Airtime1000
B00881,Milk
B00882,Soft Drink
B00882,Beans
B00882,Onions
B00883,Rice
B00883,Airtime1000
B00883,Likuni Phala
B00883,Toothpaste
B00884,Rice
B00884,Cooking Oil
B00884,Eggs
B00885,Chicken
B00885,Cooking Oil
B00885,Potatoes
B00885,Eggs
B00885,Tomatoes
B00885,Tea
B00885,Rice
B00885,Airtime2000
B00885,Toothpaste
B00885,Soap
B00886,Onions
B00886,Chicken
B00886,Potatoes
B00886,Beans
B00886,Likuni Phala
B00886,Toothpaste
B00886,Airtime1000
B00887,Water
B00887,Tea
B00887,Airtime1000
B00887,Likuni Phala
B00888,Soft Drink
B00888,Sugar
B00888,Onions
B00888,Toothpaste
B00889,Beans
B00889,Onions
B00890,Onions
B00890,Cooking Oil
B00890,Potatoes
B00890,Rice
B00890,Biscuits
B00890,Airtime1000
B00890,Milk
B00891,Potatoes
B00891,Tea
B00891,Airtime2000
B00891,Toothpaste
B00891,Soap
B00891,Biscuits
B00892,Onions
B00892,Potatoes
B00892,Soap
B00892,Biscuits
B00892,Milk
B00893,Soft Drink
B00893,Cooking Oil
B00893,Tea
B00893,Onions
B00894,Chicken
B00894,Onions
B00894,Cooking Oil
B00894,Potatoes
B00894,Tomatoes
B00894,Eggs
B00894,Water
B00894,Rice
B00894,Likuni Phala
B00895,Beans
B00895,Tea
B00895,Eggs
B00895,Milk
B00896,Potatoes
B00896,Rice
B00896,Toothpaste
B00896,Sugar
B00896,Soap
B00896,Biscuits
B00897,Chicken
B00897,Cooking Oil
B00897,Tomatoes
B00897,Beans
B00897,Likuni Phala
B00898,Bread
B00898,Potatoes
B00898,Milk
B00898,Toothpaste
B00899,Soft Drink
B00899,Tomatoes
B00899,Beans
B00899,Bread
B00899,Biscuits
B00899,Milk
B00900,Beans
B00900,Sugar
B00901,Onions
B00901,Tomatoes
B00901,Tea
B00901,Airtime2000
B00901,Milk
B00902,Beans
B00902,Tomatoes
B00903,Biscuits
B00903,Rice
B00903,Airtime2000
B00903,Likuni Phala
B00904,Chicken
B00904,Beans
B00904,Sugar
B00904,Biscuits
B00904,Airtime1000
B00905,Beans
B00905,Tea
B00906,Water
B00906,Cooking Oil
B00906,Rice
B00907,Water
B00907,Sugar
B00907,Onions
B00908,Soap
B00908,Chicken
B00909,Onions
B00909,Cooking Oil
B00909,Eggs
B00909,Beans
B00909,Rice
B00909,Likuni Phala
B00910,Beans
B00910,Sugar
B00911,Water
B00911,Airtime2000
B00911,Likuni Phala
B00911,Toothpaste
B00911,Sugar
B00911,Soap
B00911,Biscuits
B00912,Soft Drink
B00912,Onions
B00912,Cooking Oil
B00912,Eggs
B00912,Airtime2000
B00912,Toothpaste
B00912,Biscuits
B00913,Soft Drink
B00913,Cooking Oil
B00913,Potatoes
B00913,Rice
B00913,Toothpaste
B00913,Sugar
B00914,Soft Drink
B00914,Chicken
B00914,Potatoes
B00914,Beans
B00914,Bread
B00914,Airtime2000
B00914,Likuni Phala
B00914,Toothpaste
B00914,Milk
B00915,Soft Drink
B00915,Soap
B00915,Water
B00915,Tea
B00915,Likuni Phala
B00915,Biscuits
B00915,Airtime1000
B00916,Potatoes
B00916,Tomatoes
B00916,Water
B00916,Rice
B00916,Airtime2000
B00916,Airtime1000
B00917,Chicken
B00917,Cooking Oil
B00917,Potatoes
B00917,Rice
B00917,Sugar
B00917,Milk
B00918,Soft Drink
B00918,Chicken
B00918,Cooking Oil
B00918,Rice
B00918,Airtime2000
B00918,Biscuits
B00919,Cooking Oil
B00919,Potatoes
B00919,Eggs
B00919,Tea
B00919,Likuni Phala
B00919,Sugar
B00919,Biscuits
B00919,Milk
B00920,Chicken
B00920,Onions
B00920,Cooking Oil
B00920,Potatoes
B00920,Beans
B00920,Toothpaste
B00920,Sugar
B00920,Soap
B00920,Biscuits
B00920,Milk
B00921,Cooking Oil
B00921,Rice
B00921,Likuni Phala
B00921,Toothpaste
B00921,Biscuits
B00921,Milk
B00922,Soft Drink
B00922,Cooking Oil
B00922,Bread
B00922,Tea
B00922,Rice
B00922,Airtime2000
B00922,Biscuits
B00922,Airtime1000
B00923,Eggs
B00923,Airtime2000
B00923,Toothpaste
B00923,Soap
B00923,Biscuits
B00924,Cooking Oil
B00924,Rice
B00924,Milk
B00925,Onions
B00925,Cooking Oil
B00925,Beans
B00925,Tea
B00925,Toothpaste
B00925,Sugar
B00926,Biscuits
B00926,Potatoes
B00926,Tomatoes
B00926,Likuni Phala
B00927,Onions
B00927,Chicken
B00927,Water
B00927,Tea
B00927,Bread
B00927,Toothpaste
B00927,Soap
B00927,Biscuits
B00927,Milk
B00928,Soft Drink
B00928,Chicken
B00928,Onions
B00928,Tomatoes
B00928,Eggs
B00928,Water
B00928,Rice
B00928,Soap
B00929,Potatoes
B00929,Water
B00929,Bread
B00929,Toothpaste
B00929,Milk
B00930,Potatoes
B00930,Eggs
B00930,Tomatoes
B00930,Water
B00930,Rice
B00930,Toothpaste
B00930,Soap
B00930,Airtime1000
B00930,Milk
B00931,Potatoes
B00931,Tomatoes
B00931,Eggs
B00931,Tea
B00931,Airtime2000
B00931,Sugar
B00931,Airtime1000
B00932,Soft Drink
B00932,Beans
B00932,Rice
B00932,Biscuits
B00932,Airtime1000
B00933,Onions
B00933,Chicken
B00933,Cooking Oil
B00933,Beans
B00933,Milk
B00934,Onions
B00934,Cooking Oil
B00934,Water
B00934,Airtime2000
B00934,Sugar
B00934,Milk
B00935,Water
B00935,Tea
B00935,Tomatoes
B00935,Potatoes
B00936,Onions
B00936,Cooking Oil
B00936,Potatoes
B00936,Beans
B00936,Rice
B00936,Biscuits
B00937,Cooking Oil
B00937,Likuni Phala
B00937,Chicken
B00938,Onions
B00938,Cooking Oil
B00938,Tomatoes
B00938,Tea
B00938,Bread
B00938,Rice
B00938,Likuni Phala
B00938,Biscuits
B00939,Onions
B00939,Cooking Oil
B00939,Eggs
B00939,Tomatoes
B00939,Bread
B00939,Airtime2000
B00939,Soap
B00940,Chicken
B00940,Eggs
B00940,Beans
B00940,Rice
B00940,Toothpaste
B00940,Sugar
B00940,Soap
B00940,Milk
B00941,Sugar
B00941,Rice
B00941,Onions
B00942,Eggs
B00942,Likuni Phala
B00942,Toothpaste
B00942,Biscuits
B00942,Airtime1000
B00943,Biscuits
B00943,Tea
B00943,Likuni Phala
B00943,Toothpaste
B00944,Soap
B00944,Bread
B00944,Airtime2000
B00944,Milk
B00945,Water
B00945,Bread
B00945,Eggs
B00945,Milk
B00946,Soft Drink
B00946,Cooking Oil
B00946,Eggs
B00946,Rice
B00946,Sugar
B00946,Soap
B00947,Chicken
B00947,Tea
B00947,Airtime2000
B00947,Toothpaste
B00947,Soap
B00947,Milk
B00948,Potatoes
B00948,Eggs
B00948,Tomatoes
B00948,Water
B00948,Airtime2000
B00949,Onions
B00949,Eggs
B00949,Water
B00949,Bread
B00949,Tea
B00949,Sugar
B00949,Biscuits
B00949,Milk
B00950,Water
B00950,Sugar
B00950,Airtime1000
