event_time,store_id,queue_length,transactions_last_15min,stock_alerts
2025-06-03 08:18:00,STORE02,2,7,0
2025-06-03 08:25:00,STORE03,6,13,0
2025-06-03 08:31:00,STORE09,3,8,0
2025-06-03 08:35:00,STORE11,3,3,1
2025-06-03 08:39:00,STORE12,4,5,1
2025-06-03 08:46:00,STORE01,1,11,5
2025-06-03 08:48:00,STORE03,7,8,2
2025-06-03 08:57:00,STORE02,4,10,0
2025-06-03 08:58:00,STORE06,8,8,0
2025-06-03 09:04:00,STORE01,4,7,1
2025-06-03 09:09:00,STORE09,5,4,2
2025-06-03 09:17:00,STORE01,2,7,1
2025-06-03 09:21:00,STORE12,2,8,0
2025-06-03 09:26:00,STORE06,3,5,1
2025-06-03 09:29:00,STORE05,1,4,1
2025-06-03 09:33:00,STORE09,3,9,2
2025-06-03 09:40:00,STORE08,4,6,0
2025-06-03 09:45:00,STORE03,5,9,0
2025-06-03 09:50:00,STORE02,7,10,1
2025-06-03 09:55:00,STORE10,5,5,0
2025-06-03 09:59:00,STORE05,1,8,2
2025-06-03 10:06:00,STORE05,5,9,0
2025-06-03 10:08:00,STORE08,2,8,0
2025-06-03 10:13:00,STORE10,3,8,1
2025-06-03 10:20:00,STORE08,1,10,0
2025-06-03 10:24:00,STORE10,6,4,1
2025-06-03 10:28:00,STORE03,5,7,0
2025-06-03 10:33:00,STORE04,4,8,0
2025-06-03 10:39:00,STORE04,4,6,2
2025-06-03 10:44:00,STORE06,5,7,3
2025-06-03 10:50:00,STORE03,2,3,0
2025-06-03 10:57:00,STORE06,0,4,0
2025-06-03 11:01:00,STORE12,4,4,0
2025-06-03 11:06:00,STORE05,7,7,0
2025-06-03 11:12:00,STORE04,4,9,2
2025-06-03 11:16:00,STORE05,8,4,0
2025-06-03 11:22:00,STORE06,5,7,0
2025-06-03 11:27:00,STORE09,1,10,0
2025-06-03 11:28:00,STORE01,3,11,0
2025-06-03 11:37:00,STORE07,2,3,1
2025-06-03 11:42:00,STORE03,2,9,1
2025-06-03 11:47:00,STORE02,1,10,2
2025-06-03 11:52:00,STORE04,6,4,1
2025-06-03 11:56:00,STORE11,6,6,2
2025-06-03 12:01:00,STORE04,3,7,0
2025-06-03 12:05:00,STORE12,4,4,0
2025-06-03 12:10:00,STORE09,4,9,0
2025-06-03 12:17:00,STORE07,6,7,1
2025-06-03 12:19:00,STORE04,2,11,1
2025-06-03 12:26:00,STORE05,4,6,0
2025-06-03 12:31:00,STORE08,2,6,1
2025-06-03 12:34:00,STORE09,7,8,2
2025-06-03 12:39:00,STORE04,3,7,1
2025-06-03 12:45:00,STORE07,1,8,0
2025-06-03 12:49:00,STORE11,6,8,1
2025-06-03 12:53:00,STORE09,7,10,0
2025-06-03 13:00:00,STORE12,5,11,2
2025-06-03 13:06:00,STORE09,5,6,1
2025-06-03 13:10:00,STORE04,2,7,0
2025-06-03 13:14:00,STORE03,4,8,1
2025-06-03 13:19:00,STORE01,2,17,2
2025-06-03 13:26:00,STORE03,2,11,3
2025-06-03 13:31:00,STORE11,6,6,0
2025-06-03 13:36:00,STORE03,4,8,2
2025-06-03 13:41:00,STORE06,7,5,3
2025-06-03 13:43:00,STORE08,4,6,1
2025-06-03 13:52:00,STORE12,2,9,0
2025-06-03 13:53:00,STORE01,5,6,0
2025-06-03 14:02:00,STORE04,4,9,2
2025-06-03 14:04:00,STORE05,4,12,0
2025-06-03 14:12:00,STORE01,5,5,1
2025-06-03 14:15:00,STORE05,2,11,0
2025-06-03 14:21:00,STORE01,8,4,3
2025-06-03 14:23:00,STORE11,2,4,0
2025-06-03 14:28:00,STORE07,1,13,0
2025-06-03 14:36:00,STORE09,1,7,0
2025-06-03 14:39:00,STORE04,6,13,2
2025-06-03 14:46:00,STORE10,3,13,2
2025-06-03 14:50:00,STORE12,6,7,1
2025-06-03 14:53:00,STORE09,6,4,2
2025-06-03 14:59:00,STORE04,4,5,0
2025-06-03 15:04:00,STORE03,5,7,1
2025-06-03 15:09:00,STORE02,3,3,0
2025-06-03 15:17:00,STORE02,3,5,1
2025-06-03 15:22:00,STORE01,5,7,1
2025-06-03 15:23:00,STORE07,5,11,3
2025-06-03 15:28:00,STORE02,8,11,1
2025-06-03 15:34:00,STORE10,6,9,0
2025-06-03 15:39:00,STORE04,2,5,0
2025-06-03 15:47:00,STORE01,8,3,2
2025-06-03 15:48:00,STORE08,3,5,0
2025-06-03 15:56:00,STORE09,4,8,1
2025-06-03 15:58:00,STORE06,4,8,1
2025-06-03 16:03:00,STORE02,4,7,2
2025-06-03 16:10:00,STORE09,8,5,1
2025-06-03 16:13:00,STORE06,4,9,1
2025-06-03 16:19:00,STORE09,2,17,0
2025-06-03 16:26:00,STORE07,3,8,2
2025-06-03 16:28:00,STORE11,2,3,0
2025-06-03 16:34:00,STORE03,4,3,1
2025-06-03 16:41:00,STORE07,1,9,2
2025-06-03 16:47:00,STORE05,3,6,2
2025-06-03 16:50:00,STORE07,3,5,2
2025-06-03 16:53:00,STORE01,7,6,0
2025-06-03 16:59:00,STORE01,4,11,1
2025-06-03 17:06:00,STORE02,2,10,0
2025-06-03 17:12:00,STORE02,3,5,0
2025-06-03 17:15:00,STORE12,3,12,0
2025-06-03 17:19:00,STORE02,3,10,0
2025-06-03 17:25:00,STORE06,5,10,0
2025-06-03 17:32:00,STORE11,1,7,2
2025-06-03 17:33:00,STORE09,0,2,1
2025-06-03 17:40:00,STORE12,3,7,1
2025-06-03 17:44:00,STORE09,3,10,0
2025-06-03 17:52:00,STORE10,1,10,2
2025-06-03 17:54:00,STORE11,1,4,1
2025-06-03 17:59:00,STORE07,1,8,2
2025-06-03 18:04:00,STORE12,6,5,2
2025-06-03 18:11:00,STORE12,4,9,0
2025-06-03 18:14:00,STORE01,5,5,3
2025-06-03 18:20:00,STORE12,1,3,1
2025-06-03 18:27:00,STORE12,7,6,3
2025-06-03 18:29:00,STORE06,3,7,2
2025-06-03 18:34:00,STORE01,3,6,1
2025-06-03 18:41:00,STORE11,1,8,1
2025-06-03 18:45:00,STORE03,5,4,1
2025-06-03 18:48:00,STORE08,4,7,2
2025-06-03 18:55:00,STORE09,3,10,1
2025-06-03 18:59:00,STORE11,1,3,0
2025-06-03 19:07:00,STORE04,3,6,0
2025-06-03 19:08:00,STORE03,4,8,0
2025-06-03 19:14:00,STORE02,1,8,1
2025-06-03 19:21:00,STORE06,1,5,2
2025-06-03 19:25:00,STORE05,5,8,0
2025-06-03 19:30:00,STORE07,4,8,3
2025-06-03 19:34:00,STORE01,6,6,1
2025-06-03 19:39:00,STORE04,5,6,1
2025-06-03 19:44:00,STORE10,4,4,0
2025-06-03 19:51:00,STORE11,1,6,1
2025-06-03 19:53:00,STORE11,3,7,3
2025-06-03 19:59:00,STORE03,3,5,2
2025-06-03 20:06:00,STORE02,2,3,1
2025-06-03 20:12:00,STORE01,4,9,0
2025-06-03 20:17:00,STORE04,6,4,2
2025-06-03 20:18:00,STORE05,3,18,2
2025-06-03 20:27:00,STORE01,4,6,0
2025-06-03 20:28:00,STORE01,3,6,0
2025-06-03 20:33:00,STORE07,2,12,1
2025-06-03 20:39:00,STORE11,2,7,1
2025-06-03 20:46:00,STORE04,4,10,0
2025-06-03 20:50:00,STORE07,3,8,0
2025-06-03 20:56:00,STORE09,6,3,0
2025-06-03 20:58:00,STORE06,4,4,0
2025-06-03 21:04:00,STORE11,4,10,1
2025-06-03 21:11:00,STORE06,3,7,1
2025-06-03 21:17:00,STORE10,6,11,1
2025-06-03 21:20:00,STORE01,2,6,1
2025-06-03 21:25:00,STORE09,5,7,2
2025-06-03 21:31:00,STORE10,6,6,0
2025-06-03 21:37:00,STORE05,4,5,1
2025-06-03 21:39:00,STORE08,8,3,1
2025-06-03 21:47:00,STORE08,2,2,1
2025-06-03 21:50:00,STORE07,3,4,2
2025-06-03 21:57:00,STORE11,4,3,2
2025-06-03 22:00:00,STORE02,4,6,2
2025-06-03 22:07:00,STORE05,3,11,3
2025-06-03 22:10:00,STORE03,7,8,1
2025-06-03 22:13:00,STORE03,4,7,0
2025-06-03 22:22:00,STORE05,5,5,0
2025-06-03 22:25:00,STORE12,9,5,0
2025-06-03 22:32:00,STORE08,4,2,2
2025-06-03 22:35:00,STORE10,2,8,1
2025-06-03 22:38:00,STORE06,6,12,1
2025-06-03 22:47:00,STORE04,4,5,1
2025-06-03 22:52:00,STORE04,2,11,1
2025-06-03 22:57:00,STORE01,5,10,0
2025-06-03 22:58:00,STORE06,2,6,1
2025-06-03 23:06:00,STORE05,5,7,0
2025-06-03 23:08:00,STORE07,5,9,1
2025-06-03 23:14:00,STORE11,5,9,3
2025-06-03 23:22:00,STORE03,6,5,1
2025-06-03 23:25:00,STORE09,3,10,0
2025-06-03 23:29:00,STORE10,5,8,0
2025-06-03 23:35:00,STORE09,6,5,2
2025-06-03 23:40:00,STORE05,2,6,3
2025-06-03 23:45:00,STORE02,2,4,0
2025-06-03 23:51:00,STORE08,2,4,1
2025-06-03 23:56:00,STORE09,3,4,1
2025-06-04 00:01:00,STORE11,6,3,3
2025-06-04 00:07:00,STORE06,2,6,0
2025-06-04 00:10:00,STORE10,5,9,3
2025-06-04 00:15:00,STORE06,4,2,0
2025-06-04 00:22:00,STORE02,7,5,2
2025-06-04 00:24:00,STORE11,2,5,1
2025-06-04 00:28:00,STORE10,6,5,0
2025-06-04 00:35:00,STORE12,3,4,3
2025-06-04 00:38:00,STORE10,6,6,2
2025-06-04 00:45:00,STORE12,2,11,2
2025-06-04 00:51:00,STORE11,1,11,2
2025-06-04 00:55:00,STORE12,4,7,2
2025-06-04 01:00:00,STORE11,3,7,0
2025-06-04 01:06:00,STORE04,7,7,0
2025-06-04 01:09:00,STORE08,3,8,1
2025-06-04 01:15:00,STORE05,6,5,1
2025-06-04 01:21:00,STORE03,7,5,1
2025-06-04 01:25:00,STORE02,3,8,0
2025-06-04 01:31:00,STORE06,5,8,0
2025-06-04 01:36:00,STORE07,4,6,1
2025-06-04 01:42:00,STORE07,1,11,1
2025-06-04 01:46:00,STORE11,11,10,2
2025-06-04 01:52:00,STORE08,2,9,1
2025-06-04 01:54:00,STORE05,8,6,1
2025-06-04 01:59:00,STORE06,7,6,1
2025-06-04 02:03:00,STORE10,3,6,0
2025-06-04 02:11:00,STORE07,2,4,0
2025-06-04 02:17:00,STORE12,3,13,0
2025-06-04 02:18:00,STORE06,6,6,1
2025-06-04 02:27:00,STORE08,3,7,2
2025-06-04 02:29:00,STORE10,5,7,1
2025-06-04 02:34:00,STORE07,4,7,1
2025-06-04 02:39:00,STORE03,4,13,2
2025-06-04 02:45:00,STORE11,6,6,1
2025-06-04 02:51:00,STORE10,2,12,0
2025-06-04 02:53:00,STORE12,5,6,3
2025-06-04 03:01:00,STORE02,7,7,3
2025-06-04 03:06:00,STORE01,3,6,2
2025-06-04 03:09:00,STORE12,10,9,2
2025-06-04 03:14:00,STORE02,3,10,1
2025-06-04 03:18:00,STORE09,3,2,0
2025-06-04 03:24:00,STORE03,3,12,2
2025-06-04 03:29:00,STORE05,3,11,1
2025-06-04 03:33:00,STORE05,6,8,2
2025-06-04 03:42:00,STORE01,2,9,0
2025-06-04 03:45:00,STORE08,4,6,0
2025-06-04 03:50:00,STORE12,2,13,1
2025-06-04 03:53:00,STORE07,5,11,1
2025-06-04 04:00:00,STORE04,3,11,0
2025-06-04 04:06:00,STORE07,4,6,1
2025-06-04 04:11:00,STORE01,5,5,2
2025-06-04 04:16:00,STORE06,4,5,0
2025-06-04 04:19:00,STORE02,3,4,0
2025-06-04 04:27:00,STORE01,1,7,1
2025-06-04 04:29:00,STORE06,2,7,0
2025-06-04 04:37:00,STORE12,1,10,1
2025-06-04 04:41:00,STORE01,6,5,1
2025-06-04 04:43:00,STORE10,2,6,0
2025-06-04 04:51:00,STORE11,6,4,2
2025-06-04 04:55:00,STORE08,4,10,1
2025-06-04 05:02:00,STORE11,3,10,0
2025-06-04 05:07:00,STORE09,7,10,1
2025-06-04 05:10:00,STORE10,5,7,0
2025-06-04 05:17:00,STORE05,6,5,2
2025-06-04 05:20:00,STORE09,3,4,1
2025-06-04 05:24:00,STORE06,6,8,1
2025-06-04 05:28:00,STORE07,6,5,2
2025-06-04 05:36:00,STORE01,5,9,1
2025-06-04 05:38:00,STORE06,5,6,0
2025-06-04 05:44:00,STORE03,4,0,1
2025-06-04 05:51:00,STORE06,4,13,1
2025-06-04 05:53:00,STORE10,2,5,1
2025-06-04 05:58:00,STORE04,3,10,1
2025-06-04 06:06:00,STORE02,4,10,1
2025-06-04 06:10:00,STORE08,5,9,0
2025-06-04 06:14:00,STORE09,7,9,0
2025-06-04 06:19:00,STORE07,2,6,2
2025-06-04 06:24:00,STORE10,3,7,3
2025-06-04 06:30:00,STORE09,7,3,1
2025-06-04 06:36:00,STORE01,3,6,0
2025-06-04 06:42:00,STORE04,8,6,2
2025-06-04 06:46:00,STORE09,3,9,0
2025-06-04 06:52:00,STORE02,2,5,1
2025-06-04 06:54:00,STORE10,3,10,0
2025-06-04 06:58:00,STORE07,3,5,1
2025-06-04 07:03:00,STORE09,3,10,1
2025-06-04 07:08:00,STORE06,5,1,2
2025-06-04 07:14:00,STORE09,3,6,0
2025-06-04 07:18:00,STORE10,2,5,1
2025-06-04 07:23:00,STORE01,4,6,1
2025-06-04 07:30:00,STORE12,4,5,0
2025-06-04 07:37:00,STORE12,7,3,2
2025-06-04 07:38:00,STORE04,2,6,0
2025-06-04 07:47:00,STORE02,2,5,0
2025-06-04 07:51:00,STORE06,4,7,0
2025-06-04 07:53:00,STORE02,4,5,2
2025-06-04 07:58:00,STORE03,5,11,1
2025-06-04 08:05:00,STORE01,6,6,1
2025-06-04 08:10:00,STORE01,6,7,1
2025-06-04 08:17:00,STORE11,2,3,1
2025-06-04 08:18:00,STORE06,2,7,0
2025-06-04 08:25:00,STORE02,5,7,1
2025-06-04 08:30:00,STORE10,4,7,3
2025-06-04 08:33:00,STORE12,11,10,2
2025-06-04 08:39:00,STORE12,4,9,4
2025-06-04 08:44:00,STORE11,2,7,0
2025-06-04 08:52:00,STORE12,1,6,2
2025-06-04 08:53:00,STORE01,8,8,2
2025-06-04 08:58:00,STORE10,4,8,2
2025-06-04 09:03:00,STORE03,2,5,0
2025-06-04 09:10:00,STORE01,3,6,1
2025-06-04 09:17:00,STORE10,3,9,0
2025-06-04 09:21:00,STORE04,0,10,1
2025-06-04 09:23:00,STORE03,3,2,1
2025-06-04 09:32:00,STORE08,5,9,0
2025-06-04 09:34:00,STORE12,5,7,1
2025-06-04 09:40:00,STORE02,7,5,1
2025-06-04 09:44:00,STORE08,3,4,0
2025-06-04 09:49:00,STORE06,4,6,1
2025-06-04 09:55:00,STORE05,4,3,2
2025-06-04 09:59:00,STORE04,9,7,2
2025-06-04 10:04:00,STORE09,3,7,1
2025-06-04 10:10:00,STORE06,5,8,3
2025-06-04 10:17:00,STORE04,4,6,0
2025-06-04 10:18:00,STORE03,7,5,1
2025-06-04 10:24:00,STORE02,5,5,1
2025-06-04 10:28:00,STORE09,4,6,0
2025-06-04 10:34:00,STORE06,2,6,1
2025-06-04 10:39:00,STORE05,4,6,1
2025-06-04 10:43:00,STORE05,6,11,0
2025-06-04 10:49:00,STORE05,3,6,2
2025-06-04 10:55:00,STORE06,4,4,0
2025-06-04 11:02:00,STORE10,7,8,1
2025-06-04 11:06:00,STORE03,4,2,2
2025-06-04 11:12:00,STORE07,7,12,1
2025-06-04 11:13:00,STORE09,8,7,1
2025-06-04 11:19:00,STORE01,4,7,1
2025-06-04 11:23:00,STORE04,1,9,0
2025-06-04 11:28:00,STORE08,3,6,3
2025-06-04 11:37:00,STORE04,5,6,1
2025-06-04 11:39:00,STORE03,3,2,2
2025-06-04 11:46:00,STORE06,5,6,2
2025-06-04 11:50:00,STORE01,2,10,3
2025-06-04 11:53:00,STORE06,6,7,1
2025-06-04 11:58:00,STORE11,5,5,2
2025-06-04 12:07:00,STORE04,5,2,0
2025-06-04 12:10:00,STORE02,3,6,0
2025-06-04 12:14:00,STORE06,3,9,1
2025-06-04 12:21:00,STORE02,2,4,1
2025-06-04 12:24:00,STORE10,7,2,2
2025-06-04 12:31:00,STORE07,7,9,2
2025-06-04 12:37:00,STORE03,3,7,0
2025-06-04 12:41:00,STORE05,4,8,1
2025-06-04 12:45:00,STORE11,2,7,3
2025-06-04 12:50:00,STORE11,3,7,0
2025-06-04 12:55:00,STORE06,6,5,1
2025-06-04 13:00:00,STORE11,5,7,2
2025-06-04 13:07:00,STORE12,9,7,1
2025-06-04 13:08:00,STORE07,0,10,0
2025-06-04 13:13:00,STORE10,0,6,5
2025-06-04 13:22:00,STORE01,5,7,1
2025-06-04 13:23:00,STORE03,1,3,0
2025-06-04 13:30:00,STORE04,3,8,2
2025-06-04 13:37:00,STORE08,5,12,2
2025-06-04 13:40:00,STORE02,3,6,1
2025-06-04 13:47:00,STORE04,1,5,3
2025-06-04 13:48:00,STORE06,5,11,6
2025-06-04 13:55:00,STORE02,7,6,0
2025-06-04 14:02:00,STORE04,2,4,0
2025-06-04 14:03:00,STORE07,4,3,0
2025-06-04 14:08:00,STORE11,5,7,1
2025-06-04 14:15:00,STORE09,4,0,1
2025-06-04 14:19:00,STORE01,3,9,0
2025-06-04 14:24:00,STORE05,9,11,2
2025-06-04 14:30:00,STORE04,5,4,1
2025-06-04 14:37:00,STORE03,3,3,0
2025-06-04 14:40:00,STORE01,6,8,1
2025-06-04 14:43:00,STORE05,7,4,0
2025-06-04 14:49:00,STORE06,4,5,1
2025-06-04 14:55:00,STORE12,5,8,3
2025-06-04 14:58:00,STORE02,1,10,0
2025-06-04 15:04:00,STORE09,4,6,1
2025-06-04 15:08:00,STORE04,7,5,1
2025-06-04 15:15:00,STORE04,5,11,2
2025-06-04 15:20:00,STORE12,3,8,2
2025-06-04 15:27:00,STORE01,8,5,4
2025-06-04 15:30:00,STORE07,2,3,1
2025-06-04 15:33:00,STORE04,4,12,1
2025-06-04 15:39:00,STORE03,2,5,3
2025-06-04 15:44:00,STORE02,5,5,3
2025-06-04 15:52:00,STORE11,5,3,1
2025-06-04 15:53:00,STORE07,1,7,0
2025-06-04 15:58:00,STORE07,6,11,1
2025-06-04 16:07:00,STORE07,5,11,1
2025-06-04 16:09:00,STORE07,3,6,0
2025-06-04 16:16:00,STORE03,3,7,2
2025-06-04 16:22:00,STORE05,1,4,0
2025-06-04 16:24:00,STORE05,3,4,3
2025-06-04 16:29:00,STORE03,3,8,2
2025-06-04 16:33:00,STORE04,6,4,0
2025-06-04 16:40:00,STORE12,3,6,1
2025-06-04 16:46:00,STORE10,7,9,0
2025-06-04 16:52:00,STORE03,7,6,1
2025-06-04 16:55:00,STORE11,2,5,2
2025-06-04 16:59:00,STORE03,5,6,0
2025-06-04 17:04:00,STORE07,4,4,1
2025-06-04 17:11:00,STORE05,5,7,0
2025-06-04 17:15:00,STORE06,0,10,1
2025-06-04 17:21:00,STORE12,7,3,1
2025-06-04 17:25:00,STORE12,6,7,3
2025-06-04 17:28:00,STORE02,5,8,0
2025-06-04 17:33:00,STORE04,3,9,0
2025-06-04 17:42:00,STORE01,5,5,1
2025-06-04 17:46:00,STORE03,4,9,3
2025-06-04 17:52:00,STORE10,6,4,1
2025-06-04 17:56:00,STORE11,4,8,0
2025-06-04 18:02:00,STORE09,2,9,2
2025-06-04 18:03:00,STORE06,1,7,2
2025-06-04 18:09:00,STORE10,2,7,1
2025-06-04 18:15:00,STORE03,3,10,0
2025-06-04 18:18:00,STORE02,5,6,0
2025-06-04 18:23:00,STORE07,2,9,0
2025-06-04 18:31:00,STORE02,4,5,0
2025-06-04 18:33:00,STORE12,1,9,1
2025-06-04 18:40:00,STORE04,5,6,1
2025-06-04 18:46:00,STORE05,6,8,0
2025-06-04 18:50:00,STORE01,3,8,1
2025-06-04 18:53:00,STORE11,3,14,2
2025-06-04 19:00:00,STORE08,4,7,2
2025-06-04 19:05:00,STORE11,2,6,1
2025-06-04 19:11:00,STORE01,6,8,1
2025-06-04 19:14:00,STORE08,6,9,0
2025-06-04 19:22:00,STORE05,2,3,2
2025-06-04 19:26:00,STORE03,3,7,0
2025-06-04 19:30:00,STORE08,4,10,0
2025-06-04 19:34:00,STORE08,3,5,1
2025-06-04 19:40:00,STORE09,7,6,2
2025-06-04 19:43:00,STORE09,6,9,1
2025-06-04 19:52:00,STORE06,2,8,1
2025-06-04 19:55:00,STORE08,2,6,0
2025-06-04 20:02:00,STORE05,4,13,0
2025-06-04 20:05:00,STORE03,3,7,0
2025-06-04 20:08:00,STORE06,1,7,0
2025-06-04 20:16:00,STORE08,2,3,2
2025-06-04 20:22:00,STORE03,4,9,2
2025-06-04 20:23:00,STORE08,2,8,2
2025-06-04 20:30:00,STORE06,4,11,2
2025-06-04 20:33:00,STORE09,0,6,0
2025-06-04 20:42:00,STORE06,3,5,0
2025-06-04 20:46:00,STORE02,4,3,1
2025-06-04 20:48:00,STORE07,5,4,1
2025-06-04 20:55:00,STORE07,1,5,1
2025-06-04 20:58:00,STORE10,1,6,0
2025-06-04 21:03:00,STORE07,5,6,1
2025-06-04 21:11:00,STORE03,3,5,2
2025-06-04 21:13:00,STORE04,4,5,1
2025-06-04 21:22:00,STORE06,4,6,1
2025-06-04 21:25:00,STORE11,3,8,1
2025-06-04 21:32:00,STORE12,5,3,0
2025-06-04 21:34:00,STORE06,5,4,2
2025-06-04 21:42:00,STORE07,5,8,1
2025-06-04 21:44:00,STORE08,4,6,0
2025-06-04 21:52:00,STORE09,3,8,2
2025-06-04 21:57:00,STORE03,3,5,0
2025-06-04 22:01:00,STORE03,8,8,0
2025-06-04 22:03:00,STORE01,4,4,2
2025-06-04 22:12:00,STORE10,0,9,0
2025-06-04 22:15:00,STORE06,5,6,2
2025-06-04 22:19:00,STORE10,1,9,1
2025-06-04 22:25:00,STORE12,1,8,3
2025-06-04 22:32:00,STORE09,6,4,0
2025-06-04 22:33:00,STORE08,6,9,1
2025-06-04 22:38:00,STORE03,2,8,1
2025-06-04 22:47:00,STORE04,6,5,1
2025-06-04 22:51:00,STORE06,4,7,0
2025-06-04 22:56:00,STORE01,5,6,1
2025-06-04 23:01:00,STORE02,3,8,4
2025-06-04 23:07:00,STORE02,1,5,3
2025-06-04 23:08:00,STORE11,4,7,2
2025-06-04 23:15:00,STORE04,3,4,2
2025-06-04 23:20:00,STORE12,6,4,3
2025-06-04 23:25:00,STORE11,3,12,1
2025-06-04 23:32:00,STORE01,6,9,0
2025-06-04 23:36:00,STORE05,8,7,0
2025-06-04 23:38:00,STORE04,2,4,0
2025-06-04 23:47:00,STORE07,3,6,1
2025-06-04 23:48:00,STORE07,4,4,1
2025-06-04 23:57:00,STORE05,1,7,1
2025-06-05 00:01:00,STORE03,2,4,1
2025-06-05 00:07:00,STORE02,6,7,1
2025-06-05 00:12:00,STORE06,1,8,2
2025-06-05 00:17:00,STORE11,6,11,0
2025-06-05 00:22:00,STORE07,7,10,0
2025-06-05 00:25:00,STORE01,3,6,0
2025-06-05 00:31:00,STORE11,4,7,1
2025-06-05 00:33:00,STORE03,4,3,0
2025-06-05 00:42:00,STORE08,8,7,2
2025-06-05 00:46:00,STORE01,1,10,0
2025-06-05 00:50:00,STORE08,2,5,1
2025-06-05 00:57:00,STORE01,4,8,2
2025-06-05 01:02:00,STORE03,10,6,0
2025-06-05 01:07:00,STORE06,2,12,0
2025-06-05 01:11:00,STORE02,7,6,3
2025-06-05 01:16:00,STORE01,4,5,1
2025-06-05 01:21:00,STORE09,2,9,2
2025-06-05 01:27:00,STORE03,6,13,0
2025-06-05 01:28:00,STORE03,4,4,3
2025-06-05 01:35:00,STORE09,2,3,0
2025-06-05 01:40:00,STORE10,3,4,2
2025-06-05 01:45:00,STORE11,4,3,2
2025-06-05 01:48:00,STORE01,3,5,0
2025-06-05 01:56:00,STORE10,3,6,6
2025-06-05 01:58:00,STORE07,2,4,3
2025-06-05 02:06:00,STORE10,4,10,3
2025-06-05 02:12:00,STORE01,6,4,1
2025-06-05 02:16:00,STORE06,4,7,0
2025-06-05 02:20:00,STORE05,4,6,1
2025-06-05 02:25:00,STORE10,3,7,0
2025-06-05 02:30:00,STORE06,4,9,1
2025-06-05 02:34:00,STORE10,3,4,1
2025-06-05 02:42:00,STORE11,3,10,2
2025-06-05 02:44:00,STORE12,5,5,1
2025-06-05 02:48:00,STORE03,5,5,1
2025-06-05 02:57:00,STORE10,1,7,5
2025-06-05 03:00:00,STORE02,4,6,1
2025-06-05 03:07:00,STORE06,5,2,0
2025-06-05 03:11:00,STORE09,6,12,1
2025-06-05 03:13:00,STORE03,1,6,0
2025-06-05 03:19:00,STORE08,5,5,1
2025-06-05 03:26:00,STORE02,5,4,0
2025-06-05 03:28:00,STORE06,1,5,1
2025-06-05 03:34:00,STORE06,4,5,2
2025-06-05 03:42:00,STORE11,7,8,0
2025-06-05 03:47:00,STORE11,4,11,1
2025-06-05 03:51:00,STORE08,4,7,0
2025-06-05 03:54:00,STORE06,3,6,1
2025-06-05 04:02:00,STORE03,6,7,1
2025-06-05 04:07:00,STORE02,4,1,2
2025-06-05 04:10:00,STORE11,6,4,0
2025-06-05 04:16:00,STORE02,4,10,1
2025-06-05 04:19:00,STORE05,3,6,0
2025-06-05 04:23:00,STORE07,10,5,1
2025-06-05 04:29:00,STORE01,4,7,2
2025-06-05 04:34:00,STORE04,2,4,2
2025-06-05 04:39:00,STORE01,3,6,2
2025-06-05 04:46:00,STORE03,8,10,1
2025-06-05 04:50:00,STORE12,2,13,0
2025-06-05 04:56:00,STORE02,3,8,0
2025-06-05 04:58:00,STORE05,3,7,0
2025-06-05 05:05:00,STORE10,3,5,1
2025-06-05 05:09:00,STORE08,3,3,1
2025-06-05 05:13:00,STORE04,0,7,0
2025-06-05 05:18:00,STORE06,3,12,1
2025-06-05 05:26:00,STORE06,2,7,3
2025-06-05 05:30:00,STORE07,5,8,1
2025-06-05 05:35:00,STORE07,3,9,2
2025-06-05 05:41:00,STORE09,3,6,1
2025-06-05 05:45:00,STORE01,4,6,2
2025-06-05 05:51:00,STORE04,5,4,2
2025-06-05 05:56:00,STORE01,5,9,1
2025-06-05 05:59:00,STORE12,2,8,0
2025-06-05 06:03:00,STORE01,4,7,1
2025-06-05 06:12:00,STORE03,3,5,0
2025-06-05 06:13:00,STORE12,4,9,0
2025-06-05 06:20:00,STORE07,5,9,0
2025-06-05 06:26:00,STORE02,8,11,2
2025-06-05 06:30:00,STORE10,5,8,1
2025-06-05 06:37:00,STORE02,4,10,1
2025-06-05 06:42:00,STORE04,5,5,2
2025-06-05 06:45:00,STORE03,2,6,3
2025-06-05 06:51:00,STORE03,4,8,2
2025-06-05 06:55:00,STORE05,5,7,2
2025-06-05 07:00:00,STORE02,3,10,1
2025-06-05 07:06:00,STORE11,4,7,0
2025-06-05 07:08:00,STORE04,4,7,1
2025-06-05 07:17:00,STORE07,6,6,3
2025-06-05 07:20:00,STORE06,3,3,1
2025-06-05 07:27:00,STORE05,7,5,2
2025-06-05 07:29:00,STORE03,5,5,3
2025-06-05 07:35:00,STORE09,5,6,1
2025-06-05 07:42:00,STORE12,8,5,3
2025-06-05 07:43:00,STORE04,3,12,3
2025-06-05 07:48:00,STORE06,2,7,2
2025-06-05 07:55:00,STORE05,3,11,2
2025-06-05 07:58:00,STORE01,4,6,1
2025-06-05 08:06:00,STORE07,5,4,0
2025-06-05 08:09:00,STORE11,4,10,1
2025-06-05 08:14:00,STORE06,4,8,0
2025-06-05 08:20:00,STORE06,5,10,3
2025-06-05 08:24:00,STORE04,3,6,2
2025-06-05 08:30:00,STORE12,5,8,1
2025-06-05 08:35:00,STORE08,4,4,2
2025-06-05 08:38:00,STORE06,6,11,1
2025-06-05 08:45:00,STORE04,7,4,0
